freq_mhz,conductor_diameter_mm,length_offset_mm,spacing_offset_mm,resistance_ohm,reactance_ohm,vswr_50,forward_gain_dbi,back_gain_dbi,front_to_back_db
900.0,6.0,0.0,0.0,15.487,48.482,6.418,9.152,-66.094,75.246
925.0,6.0,0.0,0.0,8.075,93.421,27.933,4.501,2.174,2.327
945.0,6.0,0.0,0.0,12.638,130.628,31.181,-1.403,4.551,-5.954
960.0,6.0,0.0,0.0,19.786,159.491,28.600,-1.930,4.747,-6.678
900.0,6.0,1.0,0.0,11.796,57.157,9.913,8.717,-12.061,20.777
925.0,6.0,1.0,0.0,8.466,102.919,31.068,2.428,3.334,-0.905
945.0,6.0,1.0,0.0,14.590,140.312,30.674,-2.089,4.689,-6.778
960.0,6.0,1.0,0.0,22.707,169.675,27.978,-1.876,4.753,-6.628
900.0,6.0,-1.0,0.0,20.519,40.729,4.228,9.401,-13.858,23.259
925.0,6.0,-1.0,0.0,8.279,83.828,23.136,6.274,0.320,5.954
945.0,6.0,-1.0,0.0,11.020,120.899,31.254,-0.048,4.277,-4.325
960.0,6.0,-1.0,0.0,17.151,149.419,29.259,-1.879,4.720,-6.598
900.0,6.0,3.0,0.0,7.892,75.470,20.880,6.857,-1.509,8.366
925.0,6.0,3.0,0.0,10.580,121.615,32.866,-1.382,4.420,-5.802
945.0,6.0,3.0,0.0,19.342,159.712,29.313,-2.171,4.766,-6.937
960.0,6.0,3.0,0.0,31.547,192.069,25.564,-8.045,5.301,-13.346
900.0,6.0,-3.0,0.0,33.576,30.671,2.283,9.619,-6.231,15.851
925.0,6.0,-3.0,0.0,11.122,64.636,12.148,8.523,-6.982,15.505
945.0,6.0,-3.0,0.0,9.037,101.215,28.352,3.841,2.910,0.931
960.0,6.0,-3.0,0.0,12.834,129.303,30.175,-0.445,4.455,-4.900
900.0,6.0,0.0,1.0,15.736,48.785,6.360,9.154,-42.035,51.189
925.0,6.0,0.0,1.0,8.357,94.329,27.407,4.465,2.196,2.269
945.0,6.0,0.0,1.0,13.189,132.066,30.470,-1.372,4.523,-5.895
960.0,6.0,0.0,1.0,20.685,161.336,27.962,-1.870,4.711,-6.581
900.0,6.0,0.0,-1.0,15.234,48.169,6.479,9.151,-42.698,51.849
925.0,6.0,0.0,-1.0,7.800,92.498,28.471,4.538,2.152,2.386
945.0,6.0,0.0,-1.0,12.104,129.172,31.912,-1.434,4.579,-6.013
960.0,6.0,0.0,-1.0,18.916,157.623,29.257,-1.992,4.784,-6.776
900.0,6.0,0.0,3.0,16.228,49.363,6.249,9.158,-32.797,41.954
925.0,6.0,0.0,3.0,8.940,96.105,26.395,4.396,2.236,2.160
945.0,6.0,0.0,3.0,14.343,134.890,29.110,-1.306,4.468,-5.774
960.0,6.0,0.0,3.0,22.574,164.959,26.737,-1.755,4.638,-6.393
900.0,6.0,0.0,-3.0,14.720,47.511,6.607,9.147,-32.851,41.998
925.0,6.0,0.0,-3.0,7.266,90.609,29.592,4.614,2.104,2.510
945.0,6.0,0.0,-3.0,11.085,126.206,33.441,-1.493,4.634,-6.127
960.0,6.0,0.0,-3.0,17.259,153.819,30.627,-2.120,4.858,-6.978
